loan_id,age,annual_income,loan_amount,loan_term_months,loan_purpose,credit_score,employment_years,debt_to_income_ratio,num_open_accounts,delinquencies_2yr,risk_rating,probability_of_default,loss_given_default,expected_loss,var_95,var_99,defaulted
LN01976,62,53663.56,58860.32,60,Business,660,1.1,1.097,11,0,BBB,0.0481,0.45,1273.84,4708.83,8829.05,0
LN01977,65,82192.3,133729.2,60,Education,738,14.9,1.627,2,1,A,0.0585,0.45,3519.16,10698.34,20059.38,0
LN01978,31,28954.2,75009.4,72,Auto,670,18.6,2.591,4,0,BBB,0.0715,0.45,2413.0,6000.75,11251.41,0
LN01979,36,89939.46,218580.14,36,Debt Consolidation,618,4.5,2.43,9,0,BB,0.1281,0.45,12601.43,17486.41,32787.02,0
LN01980,60,156723.92,118239.27,36,Home,636,0.6,0.754,7,0,BB,0.1194,0.45,6352.55,9459.14,17735.89,0
LN01981,67,116197.71,112796.07,12,Personal,605,4.9,0.971,5,0,BB,0.1228,0.45,6234.86,9023.69,16919.41,0
LN01982,52,89696.96,38456.56,24,Auto,690,19.1,0.429,9,1,A,0.0756,0.45,1308.93,3076.52,5768.48,0
LN01983,21,133894.71,264998.89,48,Business,616,4.2,1.979,2,0,BB,0.1295,0.45,15438.37,21199.91,39749.83,0
LN01984,33,77238.55,137043.97,60,Personal,737,9.2,1.774,11,0,AA,0.029,0.45,1786.44,10963.52,20556.6,0
LN01985,54,33886.52,50868.76,72,Home,769,8.8,1.501,2,1,A,0.0527,0.45,1207.38,4069.5,7630.31,0
LN01986,44,92633.59,77558.4,36,Home,704,3.3,0.837,4,0,A,0.029,0.45,1012.16,6204.67,11633.76,0
LN01987,39,90033.46,171664.86,48,Home,844,6.4,1.907,6,0,AA,0.0288,0.45,2227.78,13733.19,25749.73,0
LN01988,27,57813.09,56517.29,48,Home,739,21.2,0.978,10,0,AA,0.024,0.45,611.1,4521.38,8477.59,0
LN01989,25,48850.95,97200.48,48,Debt Consolidation,669,1.8,1.99,11,0,BBB,0.0469,0.45,2049.4,7776.04,14580.07,0
LN01990,40,16773.61,19786.63,72,Auto,621,14.4,1.18,4,1,BB,0.1038,0.45,924.18,1582.93,2967.99,0
LN01991,47,106988.44,140078.62,60,Personal,794,21.1,1.309,8,0,AAA,0.0299,0.45,1881.65,11206.29,21011.79,0
LN01992,37,42346.85,50843.84,36,Business,850,3.2,1.201,11,0,AAA,0.0212,0.45,484.25,4067.51,7626.58,0
LN01993,74,32590.93,63979.89,60,Auto,850,14.0,1.963,3,0,AA,0.0275,0.45,790.34,5118.39,9596.98,0
LN01994,66,45499.41,47333.23,48,Home,829,29.2,1.04,8,0,AAA,0.023,0.45,489.99,3786.66,7099.98,0
LN01995,27,76961.65,64218.88,24,Education,764,10.6,0.834,5,2,BBB,0.1029,0.45,2974.74,5137.51,9632.83,0
LN01996,64,59587.27,66611.4,48,Home,640,1.3,1.118,3,0,BBB,0.0761,0.45,2279.74,5328.91,9991.71,0
LN01997,69,64228.89,116145.46,36,Auto,666,14.1,1.808,4,1,BBB,0.0719,0.45,3756.06,9291.64,17421.82,0
LN01998,61,109191.6,192146.83,24,Home,727,9.3,1.76,9,2,BBB,0.1016,0.45,8788.88,15371.75,28822.02,0
LN01999,69,35604.6,78503.66,60,Debt Consolidation,524,1.9,2.205,4,1,CCC,0.237,0.45,8372.03,6280.29,11775.55,0
LN02000,35,38301.72,26886.42,48,Business,850,0.9,0.702,5,1,A,0.091,0.45,1100.97,2150.91,4032.96,0
LN02001,31,138923.26,245668.05,72,Business,630,0.8,1.768,8,0,BB,0.1157,0.45,12790.74,19653.44,36850.21,0
LN02002,43,130028.53,204256.5,48,Home,712,12.5,1.571,6,0,A,0.0244,0.45,2245.07,16340.52,30638.48,0
LN02003,58,56248.52,96012.18,36,Education,688,5.1,1.707,3,0,A,0.0456,0.45,1971.3,7680.97,14401.83,0
LN02004,60,263669.72,117123.07,36,Education,667,8.7,0.444,11,0,BBB,0.0482,0.45,2539.41,9369.85,17568.46,0
LN02005,32,68037.01,61165.84,60,Auto,674,1.9,0.899,8,0,BBB,0.0412,0.45,1134.07,4893.27,9174.88,0
LN02006,46,94996.97,244624.63,12,Business,768,14.9,2.575,8,0,BBB,0.0511,0.45,5628.52,19569.97,36693.69,0
LN02007,58,76124.59,102296.53,48,Business,795,9.5,1.344,8,2,BBB,0.1056,0.45,4860.8,8183.72,15344.48,0
LN02008,26,30268.0,14359.85,48,Debt Consolidation,639,3.8,0.474,9,0,BB,0.0798,0.45,515.52,1148.79,2153.98,0
LN02009,46,90533.71,201435.42,60,Debt Consolidation,814,10.3,2.225,9,0,A,0.0293,0.45,2654.83,16114.83,30215.31,0
LN02010,48,35101.25,25756.13,72,Debt Consolidation,591,7.3,0.734,5,0,B,0.1246,0.45,1444.39,2060.49,3863.42,1
LN02011,36,56279.26,156244.46,12,Personal,700,3.3,2.776,9,0,BBB,0.055,0.45,3867.34,12499.56,23436.67,0
LN02012,55,29464.5,77844.67,24,Debt Consolidation,723,1.7,2.642,7,0,BBB,0.0594,0.45,2080.28,6227.57,11676.7,0
LN02013,31,108392.73,84704.36,60,Education,620,1.4,0.781,4,0,BB,0.0711,0.45,2709.95,6776.35,12705.65,0
LN02014,38,109620.07,277016.24,24,Debt Consolidation,633,12.1,2.527,6,1,BB,0.1343,0.45,16743.94,22161.3,41552.44,0
LN02015,73,117652.78,313293.06,72,Home,671,4.7,2.663,6,0,BBB,0.073,0.45,10288.92,25063.44,46993.96,0
LN02016,54,93999.1,45987.82,36,Auto,591,10.5,0.489,11,0,B,0.1266,0.45,2619.82,3679.03,6898.17,0
LN02017,29,137424.05,370240.21,60,Auto,736,3.2,2.694,8,0,BBB,0.0557,0.45,9287.33,29619.22,55536.03,0
LN02018,36,23955.0,38050.92,36,Auto,676,6.2,1.588,6,2,BBB,0.1263,0.45,2161.94,3044.07,5707.64,1
LN02019,31,44295.51,17509.94,48,Education,644,2.7,0.395,11,0,BBB,0.079,0.45,622.61,1400.8,2626.49,0
LN02020,59,43434.11,117883.25,24,Home,617,3.4,2.714,4,0,BB,0.1501,0.45,7960.9,9430.66,17682.49,1
LN02021,54,105412.78,89935.28,12,Education,657,7.0,0.853,10,0,BBB,0.0786,0.45,3180.32,7194.82,13490.29,1
LN02022,72,61243.27,132617.61,36,Debt Consolidation,619,6.5,2.165,6,0,BB,0.1206,0.45,7194.56,10609.41,19892.64,0
LN02023,25,65475.52,122000.05,36,Personal,760,14.8,1.863,6,0,AA,0.0291,0.45,1595.17,9760.0,18300.01,0
LN02024,40,79637.2,189273.9,36,Debt Consolidation,642,11.4,2.377,4,0,BBB,0.0782,0.45,6664.35,15141.91,28391.08,0
LN02025,55,58460.08,63005.58,60,Debt Consolidation,655,8.9,1.078,3,0,BBB,0.078,0.45,2211.84,5040.45,9450.84,0
LN02026,49,204442.21,128231.56,60,Personal,700,1.4,0.627,3,0,A,0.0267,0.45,1538.48,10258.52,19234.73,0
LN02027,63,66853.35,162866.61,48,Auto,643,5.0,2.436,6,0,BBB,0.0735,0.45,5385.59,13029.33,24429.99,0
LN02028,60,41137.95,47763.38,24,Business,615,1.4,1.161,6,1,BB,0.1519,0.45,3265.47,3821.07,7164.51,1
LN02029,47,81908.87,31881.76,48,Business,795,34.9,0.389,10,0,AAA,0.0201,0.45,287.88,2550.54,4782.26,0
LN02030,63,88714.02,62718.06,48,Home,676,4.8,0.707,11,0,BBB,0.04,0.45,1129.97,5017.44,9407.71,0
LN02031,61,208929.77,320536.45,36,Auto,759,11.2,1.534,10,2,BBB,0.1073,0.45,15474.68,25642.92,48080.47,0
LN02032,35,57858.57,57971.12,12,Debt Consolidation,734,0.8,1.002,4,0,AA,0.0669,0.45,1745.07,4637.69,8695.67,0
LN02033,26,47338.0,45648.48,48,Home,696,1.1,0.964,6,0,A,0.0421,0.45,864.66,3651.88,6847.27,0
LN02034,65,85927.97,98516.7,24,Education,681,14.1,1.147,11,0,A,0.0403,0.45,1784.6,7881.34,14777.5,0
LN02035,52,67896.32,45052.29,24,Personal,767,35.2,0.664,9,0,AAA,0.0263,0.45,532.37,3604.18,6757.84,0
LN02036,35,132401.66,308940.88,48,Education,671,4.4,2.333,3,0,BBB,0.0426,0.45,5924.08,24715.27,46341.13,0
LN02037,42,29853.77,27627.47,36,Home,677,0.2,0.925,5,0,BBB,0.0892,0.45,1109.55,2210.2,4144.12,0
LN02038,55,93423.33,53810.66,48,Debt Consolidation,763,2.7,0.576,4,2,BBB,0.1069,0.45,2589.65,4304.85,8071.6,0
LN02039,69,56955.57,23740.3,24,Business,687,2.2,0.417,5,0,A,0.0473,0.45,505.79,1899.22,3561.04,0
LN02040,26,101038.15,85677.2,24,Home,605,0.2,0.848,2,0,BB,0.1616,0.45,6232.09,6854.18,12851.58,0
LN02041,48,56645.28,44317.26,48,Home,611,4.3,0.782,8,1,BB,0.1563,0.45,3117.37,3545.38,6647.59,0
LN02042,27,112130.58,215596.81,12,Personal,747,4.6,1.923,10,2,BBB,0.1058,0.45,10260.39,17247.74,32339.52,0
LN02043,32,11793.21,14126.77,48,Business,746,5.4,1.198,6,2,BBB,0.1043,0.45,663.01,1130.14,2119.02,1
LN02044,31,112253.24,51709.31,36,Auto,668,5.2,0.461,4,1,BBB,0.0789,0.45,1835.27,4136.74,7756.4,1
LN02045,64,141952.09,291280.61,48,Personal,723,4.1,2.052,11,0,A,0.0207,0.45,2715.7,23302.45,43692.09,0
LN02046,44,38442.51,92703.66,72,Debt Consolidation,757,0.7,2.411,6,0,A,0.0625,0.45,2605.9,7416.29,13905.55,0
LN02047,64,43836.96,111095.49,36,Business,670,1.8,2.534,4,0,BBB,0.0798,0.45,3987.02,8887.64,16664.32,1
LN02048,29,73059.63,94214.38,48,Auto,747,4.1,1.29,4,0,AA,0.0249,0.45,1056.11,7537.15,14132.16,0
LN02049,44,29686.73,47292.06,24,Education,698,0.1,1.593,4,0,A,0.0891,0.45,1897.0,3783.36,7093.81,0
LN02050,36,42911.56,21157.27,72,Auto,665,5.4,0.493,2,0,BBB,0.0434,0.45,413.33,1692.58,3173.59,1
LN02051,36,26926.13,14969.09,72,Personal,810,10.1,0.556,4,0,AAA,0.026,0.45,175.44,1197.53,2245.36,0
LN02052,38,75166.04,28816.53,24,Home,679,17.5,0.383,5,2,BBB,0.1283,0.45,1664.26,2305.32,4322.48,0
LN02053,21,145516.94,361021.54,48,Business,700,2.7,2.481,4,0,A,0.0288,0.45,4677.1,28881.72,54153.23,0
LN02054,59,212782.67,370990.61,60,Education,706,15.9,1.744,9,0,A,0.0216,0.45,3613.36,29679.25,55648.59,0
LN02055,48,54780.26,148757.12,12,Home,760,2.7,2.716,3,0,BBB,0.0561,0.45,3756.37,11900.57,22313.57,0
LN02056,59,45388.47,40807.34,12,Debt Consolidation,762,15.9,0.899,10,0,AAA,0.0236,0.45,433.3,3264.59,6121.1,0
LN02057,37,61140.53,99035.77,60,Auto,724,2.3,1.62,2,0,AA,0.0252,0.45,1122.72,7922.86,14855.37,0
LN02058,49,40847.88,55985.91,72,Personal,711,0.5,1.371,10,0,A,0.0624,0.45,1571.63,4478.87,8397.89,0
LN02059,64,67896.99,149216.51,60,Business,658,25.9,2.198,5,0,BBB,0.0778,0.45,5226.3,11937.32,22382.48,0
LN02060,32,42027.34,50400.59,12,Auto,715,3.1,1.199,8,0,A,0.0227,0.45,515.75,4032.05,7560.09,0
LN02061,48,85359.17,236565.5,48,Auto,629,5.8,2.771,8,2,BB,0.1813,0.45,19297.02,18925.24,35484.82,0
LN02062,21,65908.34,132424.34,60,Auto,778,2.1,2.009,9,0,A,0.0255,0.45,1521.96,10593.95,19863.65,0
LN02063,66,66336.57,78599.45,72,Business,588,12.8,1.185,5,2,B,0.2021,0.45,7147.79,6287.96,11789.92,0
LN02064,53,72877.16,150548.47,60,Home,699,2.2,2.066,9,2,BBB,0.1216,0.45,8240.54,12043.88,22582.27,0
LN02065,71,158942.98,154385.71,72,Home,612,5.5,0.971,6,0,BB,0.1234,0.45,8576.32,12350.86,23157.86,1
LN02066,51,33932.37,35788.84,48,Debt Consolidation,687,7.4,1.055,6,2,BBB,0.1277,0.45,2057.15,2863.11,5368.33,0
LN02067,53,61244.05,89308.36,12,Debt Consolidation,790,9.1,1.458,8,0,AAA,0.0237,0.45,950.82,7144.67,13396.25,0
LN02068,39,55924.52,55925.96,60,Education,773,4.5,1.0,10,2,BBB,0.1066,0.45,2683.04,4474.08,8388.89,0
LN02069,46,56251.66,157381.19,36,Home,629,2.3,2.798,8,0,BB,0.1097,0.45,7769.17,12590.5,23607.18,0
LN02070,50,74522.68,53678.72,24,Personal,606,2.0,0.72,3,0,BB,0.1291,0.45,3117.36,4294.3,8051.81,0
LN02071,54,103754.23,248429.79,12,Auto,743,2.6,2.394,7,0,A,0.0233,0.45,2607.11,19874.38,37264.47,0
LN02072,47,67917.64,181350.31,60,Debt Consolidation,660,23.2,2.67,5,1,BBB,0.1031,0.45,8410.93,14508.02,27202.55,0
LN02073,59,82655.93,27600.29,60,Debt Consolidation,516,8.4,0.334,10,0,CCC,0.2078,0.45,2580.55,2208.02,4140.04,0
LN02074,47,78622.54,64179.72,72,Auto,777,0.2,0.816,9,0,AAA,0.0695,0.45,2008.2,5134.38,9626.96,0
LN02075,41,47967.37,44417.46,60,Business,651,6.6,0.926,6,0,BBB,0.0725,0.45,1449.55,3553.4,6662.62,0
LN02076,39,133886.05,255641.36,24,Education,584,4.1,1.909,7,0,B,0.1215,0.45,13978.04,20451.31,38346.2,0
LN02077,29,84884.06,215636.94,60,Education,751,4.5,2.54,2,2,BBB,0.1307,0.45,12680.28,17250.96,32345.54,0
LN02078,44,63019.78,163996.32,72,Home,597,4.3,2.602,11,0,B,0.1525,0.45,11256.83,13119.71,24599.45,0
LN02079,37,70120.7,32214.58,60,Personal,775,3.9,0.459,2,2,BBB,0.1004,0.45,1455.6,2577.17,4832.19,0
LN02080,43,70957.38,42699.52,72,Auto,676,3.7,0.602,9,0,BBB,0.046,0.45,884.32,3415.96,6404.93,0
LN02081,30,31807.91,48472.31,12,Education,775,3.5,1.524,2,0,AA,0.0244,0.45,531.21,3877.78,7270.85,0
LN02082,42,69145.98,28938.91,24,Education,752,2.2,0.419,4,0,AAA,0.0273,0.45,356.14,2315.11,4340.84,0
LN02083,71,124084.99,201941.63,48,Auto,756,0.4,1.627,10,0,AA,0.0602,0.45,5469.0,16155.33,30291.24,0
LN02084,45,233796.14,112110.98,72,Business,698,13.3,0.48,2,1,A,0.078,0.45,3935.23,8968.88,16816.65,0
LN02085,37,25285.18,22321.02,72,Business,708,5.1,0.883,8,0,A,0.0249,0.45,250.49,1785.68,3348.15,0
LN02086,66,43865.49,85551.23,60,Education,828,8.2,1.95,2,0,AA,0.0202,0.45,778.42,6844.1,12832.68,0
LN02087,50,67103.48,79800.3,36,Personal,707,2.4,1.189,10,0,A,0.0245,0.45,879.52,6384.02,11970.04,0
LN02088,56,224844.14,600757.3,24,Debt Consolidation,742,18.4,2.672,10,0,BBB,0.0515,0.45,13921.05,48060.58,90113.6,0
LN02089,50,23090.58,41016.87,24,Auto,723,8.0,1.776,9,0,AA,0.0261,0.45,482.25,3281.35,6152.53,0
LN02090,29,62214.24,159573.21,72,Auto,752,1.1,2.565,5,0,BBB,0.056,0.45,4018.73,12765.86,23935.98,0
LN02091,36,226724.38,522763.02,60,Business,668,0.2,2.306,11,0,BBB,0.0817,0.45,19215.48,41821.04,78414.45,0
LN02092,62,40268.93,68301.52,24,Business,699,33.9,1.696,8,2,BBB,0.1292,0.45,3970.24,5464.12,10245.23,0
LN02093,69,90775.8,227788.56,60,Debt Consolidation,795,16.3,2.509,3,0,BBB,0.0544,0.45,5574.83,18223.08,34168.28,0
LN02094,22,79863.49,33360.84,48,Auto,799,8.2,0.418,10,0,AAA,0.0246,0.45,369.18,2668.87,5004.13,0
LN02095,25,67904.32,129860.56,48,Personal,634,0.2,1.912,6,0,BB,0.1145,0.45,6690.83,10388.84,19479.08,1
LN02096,26,122654.71,337871.07,24,Education,701,1.5,2.755,11,0,BBB,0.0539,0.45,8195.26,27029.69,50680.66,0
LN02097,21,52159.03,47728.05,72,Personal,725,0.7,0.915,2,0,AA,0.0679,0.45,1459.38,3818.24,7159.21,0
LN02098,67,32734.46,48703.65,24,Auto,635,7.0,1.488,5,0,BB,0.0783,0.45,1716.08,3896.29,7305.55,0
LN02099,73,42464.76,82298.9,72,Personal,613,5.2,1.938,7,0,BB,0.1256,0.45,4653.05,6583.91,12344.84,0
LN02100,65,127881.53,307614.79,48,Business,649,12.2,2.405,11,0,BBB,0.0776,0.45,10743.37,24609.18,46142.22,0
LN02101,58,44590.97,119089.74,72,Personal,783,5.8,2.671,10,0,BBB,0.0513,0.45,2750.0,9527.18,17863.46,0
LN02102,50,151750.97,369478.55,48,Personal,767,6.6,2.435,10,2,BBB,0.1076,0.45,17882.22,29558.28,55421.78,0
LN02103,74,43296.53,77871.56,36,Business,644,2.3,1.799,10,0,BBB,0.0705,0.45,2472.19,6229.72,11680.73,0
LN02104,41,48882.88,83325.37,72,Auto,661,10.1,1.705,11,0,BBB,0.0433,0.45,1622.55,6666.03,12498.81,0
LN02105,59,74601.3,48153.83,72,Auto,685,8.4,0.645,10,0,A,0.0427,0.45,924.58,3852.31,7223.07,0
LN02106,67,137966.36,73492.35,48,Personal,757,3.4,0.533,5,2,BBB,0.103,0.45,3407.37,5879.39,11023.85,0
LN02107,70,85720.26,194263.59,24,Education,602,2.2,2.266,2,0,BB,0.1289,0.45,11264.29,15541.09,29139.54,0
LN02108,29,73407.36,27968.17,36,Personal,713,13.0,0.381,9,0,A,0.0288,0.45,362.15,2237.45,4195.23,0
LN02109,26,65955.77,95564.51,24,Home,671,8.7,1.449,5,2,BBB,0.1272,0.45,5468.42,7645.16,14334.68,0
LN02110,54,156322.29,203513.12,48,Business,700,4.1,1.302,7,0,A,0.0227,0.45,2079.23,16281.05,30526.97,0
LN02111,50,139819.72,308667.06,36,Business,794,12.6,2.208,4,2,BBB,0.1001,0.45,13910.38,24693.36,46300.06,0
LN02112,66,78716.93,171796.69,60,Home,633,7.0,2.182,9,0,BB,0.075,0.45,5797.21,13743.74,25769.5,0
LN02113,62,43645.15,64185.15,60,Business,677,2.9,1.471,11,0,BBB,0.041,0.45,1184.81,5134.81,9627.77,0
LN02114,27,53332.65,26248.28,36,Auto,809,18.8,0.492,8,0,AAA,0.0251,0.45,296.51,2099.86,3937.24,0
LN02115,49,70322.84,106927.34,36,Education,637,8.0,1.521,4,1,BB,0.103,0.45,4957.16,8554.19,16039.1,0
LN02116,31,115178.76,78684.35,12,Personal,812,9.9,0.683,6,0,AAA,0.0274,0.45,970.62,6294.75,11802.65,0
LN02117,46,154461.23,231530.52,36,Debt Consolidation,670,1.5,1.499,11,1,BBB,0.0727,0.45,7570.05,18522.44,34729.58,0
LN02118,49,71603.07,76267.2,60,Personal,717,1.3,1.065,6,2,BBB,0.1071,0.45,3675.96,6101.38,11440.08,0
LN02119,62,99174.64,170232.82,72,Debt Consolidation,747,13.4,1.716,11,0,AA,0.0263,0.45,2015.98,13618.63,25534.92,0
LN02120,68,67244.3,91850.13,72,Debt Consolidation,692,8.0,1.366,3,0,A,0.0412,0.45,1701.28,7348.01,13777.52,0
LN02121,59,89990.28,182852.55,60,Business,742,2.5,2.032,9,0,A,0.0261,0.45,2150.49,14628.2,27427.88,0
LN02122,21,70063.22,139194.74,36,Auto,698,6.7,1.987,8,0,A,0.0435,0.45,2723.42,11135.58,20879.21,0
LN02123,50,52213.49,137551.68,24,Auto,824,25.3,2.634,10,0,BBB,0.0512,0.45,3169.76,11004.13,20632.75,1
LN02124,54,56810.82,77492.0,36,Education,762,2.7,1.364,5,2,BBB,0.1045,0.45,3644.4,6199.36,11623.8,0
LN02125,46,108371.99,183474.04,48,Education,690,4.3,1.693,10,1,A,0.0742,0.45,6126.78,14677.92,27521.11,0
LN02126,56,15702.17,15849.53,72,Business,795,4.6,1.009,10,0,AAA,0.0284,0.45,202.79,1267.96,2377.43,0
LN02127,74,116213.27,80631.71,12,Personal,632,21.6,0.694,3,2,BB,0.1529,0.45,5549.26,6450.54,12094.76,0
LN02128,32,49771.88,99948.19,24,Education,833,10.3,2.008,3,0,A,0.0275,0.45,1238.99,7995.86,14992.23,0
LN02129,42,42646.01,52931.2,48,Home,644,7.1,1.241,3,2,BBB,0.156,0.45,3715.06,4234.5,7939.68,1
LN02130,33,34882.57,25159.08,48,Debt Consolidation,810,9.5,0.721,5,1,A,0.0592,0.45,670.27,2012.73,3773.86,0
LN02131,38,34541.54,72918.94,72,Debt Consolidation,782,5.2,2.111,6,0,A,0.0241,0.45,791.51,5833.52,10937.84,0
LN02132,57,76992.8,139119.65,12,Personal,795,18.9,1.807,9,0,AA,0.0271,0.45,1694.38,11129.57,20867.95,0
LN02133,55,81085.97,103232.21,48,Debt Consolidation,691,2.4,1.273,8,0,A,0.0428,0.45,1989.06,8258.58,15484.83,0
LN02134,47,186423.62,468958.26,24,Business,666,3.2,2.516,2,0,BBB,0.0764,0.45,16129.96,37516.66,70343.74,0
LN02135,32,40007.82,62993.06,12,Business,644,6.2,1.575,6,0,BBB,0.077,0.45,2181.84,5039.44,9448.96,0
LN02136,35,87788.86,137530.23,12,Personal,634,59.8,1.567,8,0,BB,0.077,0.45,4764.04,11002.42,20629.53,0
LN02137,36,49803.82,72072.28,48,Debt Consolidation,694,30.4,1.447,4,2,BBB,0.1286,0.45,4172.11,5765.78,10810.84,0
LN02138,64,87125.19,97421.23,36,Debt Consolidation,787,6.6,1.118,10,0,AAA,0.0253,0.45,1110.63,7793.7,14613.18,0
LN02139,23,84989.17,152641.9,60,Personal,668,9.0,1.796,9,0,BBB,0.0442,0.45,3037.11,12211.35,22896.28,0
LN02140,32,29181.93,76327.75,48,Home,795,1.4,2.616,2,0,BBB,0.0577,0.45,1982.97,6106.22,11449.16,0
LN02141,72,103442.83,106245.26,72,Education,722,38.9,1.027,9,0,AA,0.0203,0.45,971.75,8499.62,15936.79,0
LN02142,67,109011.23,120742.16,24,Business,705,1.1,1.108,4,0,A,0.027,0.45,1469.56,9659.37,18111.32,0
LN02143,42,84103.42,105068.15,12,Personal,653,5.6,1.249,6,0,BBB,0.073,0.45,3450.53,8405.45,15760.22,0
LN02144,26,40703.73,57137.41,24,Auto,743,9.8,1.404,6,0,AA,0.0248,0.45,637.27,4570.99,8570.61,0
LN02145,39,74852.88,175730.58,36,Education,529,0.3,2.348,7,1,CCC,0.2796,0.45,22110.03,14058.45,26359.59,0
LN02146,23,40812.24,113691.27,24,Home,750,0.8,2.786,2,0,BBB,0.0922,0.45,4716.38,9095.3,17053.69,0
LN02147,68,90860.76,117107.95,36,Home,824,1.5,1.289,2,1,A,0.0598,0.45,3151.17,9368.64,17566.19,1
LN02148,43,87239.34,178853.02,36,Debt Consolidation,706,1.3,2.05,6,0,A,0.0205,0.45,1652.42,14308.24,26827.95,0
LN02149,56,25501.26,61313.47,24,Home,682,22.8,2.404,5,2,BBB,0.129,0.45,3560.38,4905.08,9197.02,0
LN02150,53,126647.05,259545.62,72,Debt Consolidation,729,22.6,2.049,11,0,A,0.0299,0.45,3487.65,20763.65,38931.84,0
LN02151,74,67658.18,37193.68,48,Business,765,8.8,0.55,5,0,AAA,0.0282,0.45,472.54,2975.49,5579.05,0
LN02152,57,51130.18,34245.42,36,Personal,646,27.3,0.67,6,0,BBB,0.0747,0.45,1151.08,2739.63,5136.81,0
LN02153,26,82678.03,84428.12,24,Education,659,2.7,1.021,11,0,BBB,0.0752,0.45,2856.27,6754.25,12664.22,1
LN02154,26,72164.7,74401.43,48,Debt Consolidation,748,6.4,1.031,5,0,AA,0.0238,0.45,797.38,5952.11,11160.21,0
LN02155,48,34084.43,57063.4,24,Education,849,6.1,1.674,2,0,AA,0.0298,0.45,765.75,4565.07,8559.51,0
LN02156,63,96359.83,121174.32,72,Auto,788,20.4,1.258,3,0,AAA,0.0232,0.45,1264.15,9693.95,18176.15,0
LN02157,63,39934.29,30702.36,12,Debt Consolidation,757,3.2,0.769,8,0,AAA,0.0282,0.45,390.13,2456.19,4605.35,0
LN02158,67,71288.87,64414.73,48,Auto,778,2.4,0.904,6,1,A,0.0584,0.45,1692.53,5153.18,9662.21,0
LN02159,22,66546.99,91407.34,72,Auto,718,5.0,1.374,6,0,A,0.0259,0.45,1063.94,7312.59,13711.1,0
LN02160,49,217316.8,180217.32,12,Home,624,0.1,0.829,4,1,BB,0.1439,0.45,11671.83,14417.39,27032.6,0
LN02161,51,105335.08,98094.46,12,Education,785,9.6,0.931,2,0,AAA,0.0249,0.45,1100.71,7847.56,14714.17,0
LN02162,33,57462.56,79063.71,24,Education,689,0.9,1.376,8,0,A,0.0872,0.45,3102.66,6325.1,11859.56,0
LN02163,40,85574.79,73335.09,60,Education,659,8.5,0.857,3,0,BBB,0.0729,0.45,2406.73,5866.81,11000.26,0
LN02164,46,131322.46,307536.3,36,Auto,603,3.3,2.342,9,0,BB,0.1238,0.45,17134.47,24602.9,46130.44,0
LN02165,62,68136.72,57660.72,24,Auto,752,0.6,0.846,2,2,BBB,0.1467,0.45,3806.46,4612.86,8649.11,0
LN02166,41,59264.23,37760.18,48,Debt Consolidation,693,9.4,0.637,10,2,BBB,0.1286,0.45,2184.61,3020.81,5664.03,0
LN02167,67,106538.31,287910.65,36,Business,814,28.2,2.702,11,0,BBB,0.055,0.45,7125.82,23032.85,43186.6,0
LN02168,56,160944.56,307682.14,48,Debt Consolidation,680,8.6,1.912,6,0,A,0.0483,0.45,6686.41,24614.57,46152.32,0
LN02169,65,37536.57,39153.04,72,Auto,692,1.4,1.043,9,0,A,0.0479,0.45,843.08,3132.24,5872.96,0
LN02170,39,63879.91,107483.81,24,Personal,704,4.4,1.683,4,2,BBB,0.1043,0.45,5044.01,8598.7,16122.57,0
LN02171,71,62526.85,117280.1,12,Personal,696,2.0,1.876,6,0,A,0.0427,0.45,2251.65,9382.41,17592.02,0
LN02172,61,42759.31,92484.02,24,Auto,731,20.2,2.163,3,0,A,0.0282,0.45,1171.92,7398.72,13872.6,0
LN02173,61,61971.29,82592.19,48,Business,638,8.9,1.333,5,0,BB,0.0725,0.45,2696.42,6607.38,12388.83,0
LN02174,71,96291.36,232282.87,48,Personal,776,2.6,2.412,2,1,A,0.0558,0.45,5827.99,18582.63,34842.43,0
LN02175,32,26476.08,50582.21,36,Business,850,6.2,1.91,11,0,AA,0.0296,0.45,674.8,4046.58,7587.33,0
LN02176,49,108081.54,149054.2,60,Home,790,20.6,1.379,6,0,AAA,0.0257,0.45,1721.37,11924.34,22358.13,0
LN02177,25,53463.18,21205.03,24,Education,826,9.9,0.397,10,0,AAA,0.0257,0.45,244.96,1696.4,3180.75,0
LN02178,24,178602.04,417612.62,72,Business,629,0.4,2.338,11,2,BB,0.1991,0.45,37406.78,33409.01,62641.89,0
LN02179,52,44826.34,50823.75,48,Business,774,2.0,1.134,5,0,AAA,0.0242,0.45,552.94,4065.9,7623.56,0
LN02180,40,35149.83,46954.84,12,Business,822,2.4,1.336,7,0,AAA,0.029,0.45,612.27,3756.39,7043.23,0
LN02181,60,79810.32,148314.54,24,Home,696,4.8,1.858,6,2,BBB,0.1296,0.45,8648.94,11865.16,22247.18,0
LN02182,41,64816.36,83280.58,48,Auto,698,15.4,1.285,3,0,A,0.0413,0.45,1547.04,6662.45,12492.09,0
LN02183,58,100151.18,233785.56,72,Home,654,3.5,2.334,10,0,BBB,0.0728,0.45,7653.92,18702.84,35067.83,0
LN02184,45,41554.51,52184.6,72,Home,778,1.5,1.256,9,0,AAA,0.0282,0.45,661.97,4174.77,7827.69,0
